level,age,gender,marital_status,faculty,department,skill,preparation_before,preparation_after,quality_before,quality_after,confidence_before,confidence_after,cgpa_before,cgpa_after,employment,quit_job,cgpa_change
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.627002796442089,3.782272634486425,No,No,0.15526983804433625
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.7459277499130046,4.621798166647427,Yes,No,0.875870416734422
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.959593263109174,3.6072702771124963,No,No,-0.35232298599667766
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.4206582871789357,3.3835523664898917,No,No,-0.03710592068904406
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.523638093057206,3.0809273792331897,Yes,No,-0.4427107138240163
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.8491691221054483,4.00900795555895,No,No,0.15983883345350147
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.258619293806307,3.8959563492357754,No,No,-0.3626629445705314
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.9045538397620922,3.773544286149984,Yes,Yes,-0.1310095536121083
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,4.085556680865701,4.1491086304335365,Yes,Yes,0.06355194956783539
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.7986579734502857,3.492411343016004,No,,-0.30624663043428146
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.5665880198298265,3.7772071940220893,No,,0.21061917419226273
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.722404517689733,3.64555938074708,Yes,No,-0.07684513694265283
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.018521033877008,3.939084304070988,Yes,No,-0.07943672980601946
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.725892157910243,4.437610249179274,No,No,0.7117180912690309
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.8721127428008644,4.339627070643351,No,No,0.4675143278424865
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.9354229424402583,3.673419963138112,Yes,No,-0.26200297930214633
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.407287565371908,3.9056182168194926,No,No,-0.5016693485524151
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.252310561953635,3.737087472720176,No,No,-0.515223089233459
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.3780247797363576,3.941531564679452,Yes,No,0.5635067849430944
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.523100317020761,3.484454060387809,No,No,-0.03864625663295218
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.070538255391608,3.6085950856532767,No,No,-0.4619431697383316
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.851342571699952,4.4643373712919665,Yes,Yes,0.6129947995920144
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,4.00145799691173,3.3355465386197114,Yes,Yes,-0.6659114582920189
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,4.053391142342659,3.994998118329917,No,,-0.058393024012742156
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,4.179245369060954,3.526875929418629,No,,-0.652369439642325
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.261675728735147,4.055636474947006,Yes,No,0.7939607462118587
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.5875415101163064,4.1156851480976755,Yes,No,0.5281436379813691
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.248686032478916,3.7355532470123194,No,No,0.4868672145334032
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.262377383623055,3.931306075155551,No,No,-0.3310713084675041
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.8861637969309983,3.128004195086435,Yes,No,-0.7581596018445635
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.7554521247016965,3.54960068836374,No,No,-0.20585143633795644
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.8731480323483707,3.904936785081869,No,No,0.03178875273349835
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.090044256310082,3.6312472542739807,Yes,No,-0.45879700203610163
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.9198756839506657,3.9899509196078426,No,No,0.07007523565717699
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.4512620141066925,3.6713280669060953,No,No,0.22006605279940272
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.01170057473527,3.437919955582897,Yes,Yes,-0.5737806191523731
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,4.187734420522565,3.7104260463881724,Yes,Yes,-0.47730837413439264
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.757237657446623,4.071219449417112,No,,0.3139817919704888
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.938549639594128,3.9210395056475402,No,,-0.017510133946587736
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.597196691845372,4.130428790971279,Yes,No,0.533232099125907
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.321766952905719,4.181105967255703,Yes,No,-0.14066098565001628
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.5590543900766107,3.240419331770193,No,No,-0.3186350583064179
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.7480180653563346,3.574250941985831,No,No,-0.17376712337050382
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.893117218971304,3.8506726446929953,Yes,No,-0.04244457427830861
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.9222021391989883,3.5945452859772375,No,No,-0.32765685322175075
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.9910943716542,3.7143384013519434,No,No,-0.2767559703022564
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.5323861945543316,4.111534571784937,Yes,No,0.5791483772306059
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.993173337300627,4.394387552008878,No,No,0.4012142147082507
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.6864484491181697,3.5194960219007783,No,No,-0.16695242721739145
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.8574154734311468,4.306409049621591,Yes,Yes,0.448993576190444
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.957858265680358,3.7345155221064794,Yes,Yes,-0.22334274357387862
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.65408241639747,3.68472794050231,No,,0.030645524104839783
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.1039144682680386,4.246552177386529,No,,1.1426377091184903
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.25816969160467,3.705893725564871,Yes,No,-0.5522759660397991
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.817765974507478,3.765735159035304,Yes,No,-0.05203081547217403
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.64624359470769,3.5936372776330856,No,No,-0.05260631707460428
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.248126399128142,3.371978957262006,No,No,-0.8761474418661361
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.250092148996778,3.8017410401389116,Yes,No,-0.44835110885786644
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.9147495582336393,3.630997872836514,No,No,-0.28375168539712536
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.286488042781464,3.8403195829183203,No,No,-0.4461684598631437
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.987043848540898,3.361438079591024,Yes,No,-0.6256057689498737
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.7483303362847904,3.8617442026801916,No,No,0.11341386639540119
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.756691185227517,3.89050745395978,No,No,0.13381626873226304
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.149379961083643,3.62229444351064,Yes,Yes,-0.5270855175730027
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.8709595203018203,3.9316563387160857,Yes,Yes,0.06069681841426533
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.646589834678923,4.467178916893426,No,,0.8205890822145028
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.934361049681623,3.226541484815592,No,,-0.7078195648660306
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.013708552050786,3.3392600578907703,Yes,No,-0.6744484941600155
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.8057414653210055,3.712861357095812,Yes,No,-0.09288010822519333
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.988572203884755,3.396292126048807,No,No,-0.592280077835948
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.238831876578898,4.593000105502123,No,No,0.35416822892322486
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.8899423955991237,3.926825350358683,Yes,No,0.03688295475955927
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.2182729961605645,3.662444799749629,No,No,-0.5558281964109355
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.923984531708575,4.386728379369798,No,No,0.46274384766122356
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.094176251219072,4.031525162991676,Yes,No,-0.06265108822739585
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.859125473640839,3.5401077530965184,No,No,-0.31901772054432076
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.878240383483115,3.8869311817428804,No,No,0.008690798259765486
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.5158744958130534,3.8892267905392615,Yes,Yes,0.373352294726208
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.9496441076449815,3.2693874127850697,Yes,Yes,-0.6802566948599118
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,2.824121581153692,3.3001238929549244,No,,0.4760023118012322
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.6428119182116028,4.182845549939288,No,,0.5400336317276855
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.6590122536691454,4.126165151520229,Yes,No,0.46715289785108327
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.658127460721135,3.143404500292106,Yes,No,-0.5147229604290291
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.171344240361648,3.253220282352146,No,No,-0.9181239580095024
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.5452899544700918,3.535698788266123,No,No,-0.009591166203968715
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.872256531486928,3.640033615448915,Yes,No,-0.23222291603801315
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.9576168344536673,3.434931095501847,No,No,-0.5226857389518202
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.08263973824482,4.303965292777834,No,No,0.2213255545330135
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.005349871703056,3.588434817081874,Yes,No,-0.41691505462118217
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.96402802532361,3.730843517973193,No,No,-0.2331845073504173
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.9977218033859687,3.550334453802769,No,No,-0.4473873495831997
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.352513217330668,3.717543738923177,Yes,Yes,-0.6349694784074913
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.5023620650729734,3.1505779633857003,Yes,Yes,-0.35178410168727314
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.4443291745242295,3.8090628379085447,No,,0.36473366338431523
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.878075045226194,3.3425868196076536,No,,-0.5354882256185403
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.8994935892756843,3.106114698726864,Yes,No,-0.7933788905488202
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.1062237433106095,3.2172977289296862,Yes,No,-0.8889260143809232
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.869913029791535,4.215976923666769,No,No,0.3460638938752343
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.15632483970476,3.2799562353247085,No,No,-0.8763686043800512
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.3267666732212646,4.488118736265669,Yes,No,1.1613520630444043
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.6984535088461454,3.8305853043835545,No,No,0.13213179553740906
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.0090932332840445,4.312863665351289,No,No,0.3037704320672443
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.770897635078612,3.6675227823946,Yes,No,-0.10337485268401192
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.0505208314103855,3.8472524494837286,No,No,-0.20326838192665697
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.755477231503864,3.5331410138841144,No,No,-0.22233621761974964
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.743467697870962,4.197705550588633,Yes,Yes,0.4542378527176716
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,4.086866813796049,4.299494134311952,Yes,Yes,0.21262732051590305
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,4.064887080166695,4.186201151758138,No,,0.12131407159144292
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.81509284417864,4.3342215531749915,No,,0.5191287089963517
