Timestamp,Are you a student of the University of Lagos?,"If not, what is your university/institution?",What is your current academic level?,How old are you?,What is your gender?,What was your relationship status during the strike?,What is your faculty?,What is your department?,"Kindly input your department, if not listed in the previous question. ",How has the ASUU strike affected you and your academic performance?,What was the most challenging part of returning to academic life after the strike?,Did you undertake any work during the strike?,How did you develop yourself during the strike?,How prepared were you for the exams? [Before Strike],How prepared were you for the exams? [After Strike],How were your lectures affected by the strike?,How often did you engage in academic activities during the strike?,How many courses did you take in the affected semester? ,How many credit units did your courses add up to in the affected semester?,What was your CGPA before the strike?,What was your CGPA after the strike?
10/04/2023 23:13:54,Yes,,100 Level,20,Male,Single,Sciences,Statistics,,"During the ASUU strike, i didn't open notebook to read and i was not ready to begin school because i was engrossed in a certificate programme",Having to quickly grasp and read for exam,Did not work during the strike,Acquired skills unrelated to course of study,Moderately,Poorly,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,6,17,0,3.6
10/04/2023 23:55:31,Yes,,300 Level,21,Male,Dating,Engineering,Systems Engineering,,,,Worked in a role unrelated to my studies,"Volunteered for an event or organization, Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Moderately,Poorly,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",10,22,2.9,2
11/04/2023 10:23:05,Yes,,100 Level,18,Male,Single,Engineering,Systems Engineering,,Didn't affect me quite much ,Studying back to back ,Worked in a role unrelated to my studies,"Acquired skills relevant to course of study, Vocational training and artisanship",Moderately,Moderately,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,18,0,0
11/04/2023 10:35:13,Yes,,200 Level,22,Male,Single,Sciences,Mathematics,,Very Bad,"Reading again, Lecturers rushing topics and not breaking things down properly ",Worked in a role unrelated to my studies,Acquired skills relevant to course of study,Moderately,Poorly,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,7,3,3.8,3.3
11/04/2023 10:55:02,Yes,,300 Level,19,Female,Single,Sciences,Zoology,,I barely had any eagerness for academics,Reading ,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Poorly,Moderately,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,8,18,4.31,3.72
11/04/2023 15:24:29,Yes,,200 Level,26,Male,Single,Education,Biology Education,,Low morale to reading and studying of course materials,Assimilation,Did not work during the strike,Vocational training and artisanship,Poorly,Very,Improved lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,10,24,0,4
11/04/2023 15:25:11,Yes,,200 Level,22,Female,Single,Education,Biology Education,,Delay,Got used to the life outside school ,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Moderately,Poorly,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,8,20,2.88,3.24
11/04/2023 15:27:32,Yes,,200 Level,19,Female,Single,Sciences,Cell Biology & Genetics,,My academic performance has been affected in both a positive and negative manner,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Moderately,Poorly,Worse lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",6,19,4,4.2
11/04/2023 15:28:39,Yes,,200 Level,19,Female,Single,Sciences,Cell Biology & Genetics,,It has made me more relaxed with my studies.,Having the motivation to prepare for exams. ,Did not work during the strike,Acquired skills relevant to course of study,Moderately,Very,Worse lectures after the strike,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",6,17,3.03,3.37
11/04/2023 15:31:51,Yes,,200 Level,20,Male,Single,Sciences,Zoology,,Poorly.. The morale is dropping gradually,"I am a video editor and i get jobs, so returning back was a bit tight",Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Moderately,Worse lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",7,21,3.6,3.2
11/04/2023 15:32:54,Yes,,200 Level,21,Female,Complicated,Sciences,Cell Biology & Genetics,,It has made me less interested in studying,The stress,Did not work during the strike,Acquired skills unrelated to course of study,Moderately,Very,No noticeable change,Never: I did not engage in any academic activities during the strike.,6,17,4.28,4.22
11/04/2023 15:38:23,Yes,,200 Level,21,Male,Dating,Sciences,Cell Biology & Genetics,,,Reading and managing work ,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Moderately,Moderately,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,6,19,4.16,4.28
11/04/2023 15:39:00,Yes,,200 Level,20,Female,Single,Sciences,Cell Biology & Genetics,,It disturbs our concentration and our determination ,Focusing in class,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Moderately,Poorly,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,7,19,4.19,4.04
11/04/2023 15:40:42,Yes,,200 Level,20,Female,Single,Sciences,Cell Biology & Genetics,,"It made me tired of anything school because of the off and on, being in the middle of something and having to stop or take a pause can be very frustrating ","Having to get used to school again, at a point I forgot how to read ",Worked in a role unrelated to my studies,Vocational training and artisanship,Moderately,Poorly,Worse lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",9,23,0,3.59
11/04/2023 15:42:47,Yes,,200 Level,24,Female,Single,Education,Science Tech. Education,,The strike made me relent and loose interest in reading ,Exam,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Very,Poorly,Fewer lecturers attended classes,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",10,24,0,0
11/04/2023 15:44:37,No,,200 Level,20,Male,Dating,Sciences,Cell Biology & Genetics,,It affected it negatively. 8 months at home made us forget everything we were taught and to go back to them after resumption was really really hard. There was tension in the air because of the fear of exam coming very fast ,Returning back to reading,Worked in a role unrelated to my studies,Vocational training and artisanship,Moderately,Poorly,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",6,17,3.72,3.93
11/04/2023 15:57:59,Yes,,200 Level,20,Female,Single,Sciences,Cell Biology & Genetics,,It made me lazy and undisciplined ,The academic workload and the rushed lectures,Did not work during the strike,Vocational training and artisanship,Moderately,Poorly,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,8,19,3.8,3.9
11/04/2023 17:46:33,Yes,,200 Level,24,Male,Complicated,Sciences,Statistics,,,,Worked in a role unrelated to my studies,"Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Very,Poorly,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,5,16,3.8,3.5
11/04/2023 19:06:27,Yes,,200 Level,20,Male,Single,Law,Law,,Lower grades because of the limited time to prepare for exams,Reading,Worked in a role relevant to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Moderately,Poorly,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,4,16,4.8,4.5
11/04/2023 19:14:54,Yes,,200 Level,21,Male,Complicated,Engineering,Civil & Environmental Engineering,,Yes quite badly ,I have lost all sense of academic direction ,Worked in a role relevant to my studies,"Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Moderately,Poorly,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",10,,4.1,3.3
11/04/2023 21:12:33,Yes,,200 Level,22,Male,Single,Sciences,Cell Biology & Genetics,,,,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Moderately,Poorly,Worse lectures after the strike,Never: I did not engage in any academic activities during the strike.,6,,3.22,3.4
12/04/2023 01:24:16,Yes,,200 Level,20,Female,Single,Arts,English,,"I honestly still put a lot of effort into my examinations after the strike but, after all of it, I now feel very disconnected from the general learning experience in Unilag. Due to a build up of negative experiences amidst learning in school, and then expanding my perspective during the strike, my interest currently ranges from minuscule to nonexistent compared to what it was when I started. ",Simply returning to school and realizing something I had deprioritized so much (and enjoyed doing it) had to become my life again. I had to forgo a good number of important plans I was already making simply because I couldn't juggle it all. ,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Poorly,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,10,20,4.35,4.28
12/04/2023 10:47:16,Yes,,400 Level,24,Female,Single,Management Science,Industrial Relations & Personnel Management,,I have lost interest in anything school and I have a very lackadaisical towards my academics ,Going for classes ,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Moderately,Poorly,No noticeable change,Never: I did not engage in any academic activities during the strike.,7,17,3.14,3.14
12/04/2023 11:18:30,Yes,,300 Level,22,Male,Single,Social Sciences,Mass Communication,,Yes,Staying in unilag for additional year ,Worked in a role unrelated to my studies,Vocational training and artisanship,Moderately,Poorly,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,8,21,3.81,3.75
