school,level,age,gender,relationship,faculty,department,strike_effect,challenge,work,skills,prep_before,prep_after,lecture,academic_act,courses_taken,course_unit,cgpa_before,cgpa_after,cgpa_change
university of lagos,500 Level,22,Male,Complicated,Engineering,Civil & environmental engineering,"Decreased an already unalluring morale for academic, and didn't give me a chance to decide on what, and when, to do; as there's no saying when the strike would really end. Devastating really.","Brain works with habit, and having stayed out of the usual routine for schooling for a long while, it was really difficult getting back on track; even on how to write with biro and pencil.

I mean, even nerds need knowledge to keep them sane, talk more an ordinary student who's already uninterested and have the thoughts for money alone. ",Worked in a role unrelated to my studies,"Volunteered for an event or organization, Acquired skills unrelated to course of study",Moderately,Moderately,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,7,19,3.85,3.7,-0.1499999999999999
university of lagos,100 Level,20,Male,Single,Sciences,Statistics,"During the ASUU strike, i didn't open notebook to read and i was not ready to begin school because i was engrossed in a certificate programme",Having to quickly grasp and read for exam,Did not work during the strike,Acquired skills unrelated to course of study,Moderately,Poorly,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,6,17,0.0,3.6,3.6
university of lagos,300 Level,21,Male,Dating,Engineering,Systems engineering,,,Worked in a role unrelated to my studies,"Volunteered for an event or organization, Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Moderately,Poorly,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",10,22,2.9,2.0,-0.8999999999999999
university of lagos,100 Level,18,Male,Single,Engineering,Systems engineering,Didn't affect me quite much ,Studying back to back ,Worked in a role unrelated to my studies,"Acquired skills relevant to course of study, Vocational training and artisanship",Moderately,Moderately,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,18,0.0,0.0,0.0
university of lagos,200 Level,22,Male,Single,Sciences,Mathematics,Very Bad,"Reading again, Lecturers rushing topics and not breaking things down properly ",Worked in a role unrelated to my studies,Acquired skills relevant to course of study,Moderately,Poorly,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,7,3,3.8,3.3,-0.5
university of lagos,300 Level,19,Female,Single,Sciences,Zoology,I barely had any eagerness for academics,Reading ,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Poorly,Moderately,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,8,18,4.31,3.72,-0.5899999999999994
university of lagos,200 Level,26,Male,Single,Education,Biology education,Low morale to reading and studying of course materials,Assimilation,Did not work during the strike,Vocational training and artisanship,Poorly,Very,Improved lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,10,24,0.0,4.0,4.0
university of lagos,200 Level,22,Female,Single,Education,Biology education,Delay,Got used to the life outside school ,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Moderately,Poorly,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,8,20,2.88,3.24,0.3600000000000003
university of lagos,200 Level,19,Female,Single,Sciences,Cell biology & genetics,My academic performance has been affected in both a positive and negative manner,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Moderately,Poorly,Worse lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",6,19,4.0,4.2,0.20000000000000018
university of lagos,200 Level,19,Female,Single,Sciences,Cell biology & genetics,It has made me more relaxed with my studies.,Having the motivation to prepare for exams. ,Did not work during the strike,Acquired skills relevant to course of study,Moderately,Very,Worse lectures after the strike,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",6,17,3.03,3.37,0.3400000000000003
university of lagos,200 Level,20,Male,Single,Sciences,Zoology,Poorly.. The morale is dropping gradually,"I am a video editor and i get jobs, so returning back was a bit tight",Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Moderately,Worse lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",7,21,3.6,3.2,-0.3999999999999999
university of lagos,200 Level,21,Female,Complicated,Sciences,Cell biology & genetics,It has made me less interested in studying,The stress,Did not work during the strike,Acquired skills unrelated to course of study,Moderately,Very,No noticeable change,Never: I did not engage in any academic activities during the strike.,6,17,4.28,4.22,-0.0600000000000005
university of lagos,200 Level,21,Male,Dating,Sciences,Cell biology & genetics,,Reading and managing work ,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Moderately,Moderately,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,6,19,4.16,4.28,0.1200000000000001
university of lagos,200 Level,20,Female,Single,Sciences,Cell biology & genetics,It disturbs our concentration and our determination ,Focusing in class,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Moderately,Poorly,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,7,19,4.19,4.04,-0.15000000000000036
university of lagos,200 Level,20,Female,Single,Sciences,Cell biology & genetics,"It made me tired of anything school because of the off and on, being in the middle of something and having to stop or take a pause can be very frustrating ","Having to get used to school again, at a point I forgot how to read ",Worked in a role unrelated to my studies,Vocational training and artisanship,Moderately,Poorly,Worse lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",9,23,0.0,3.59,3.59
university of lagos,200 Level,24,Female,Single,Education,Science tech. education,The strike made me relent and loose interest in reading ,Exam,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Very,Poorly,Fewer lecturers attended classes,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",10,24,0.0,0.0,0.0
university of lagos,200 Level,20,Male,Dating,Sciences,Cell biology & genetics,It affected it negatively. 8 months at home made us forget everything we were taught and to go back to them after resumption was really really hard. There was tension in the air because of the fear of exam coming very fast ,Returning back to reading,Worked in a role unrelated to my studies,Vocational training and artisanship,Moderately,Poorly,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",6,17,3.72,3.93,0.20999999999999996
